,FederalSit,Property_N,Site_Name_,CurrentSit,ClassType,ClassEN,Location_E,DOB_Identi,DOB_Name_E,Involvemen,Involvem_1,PropertyTy,Property_1,Contaminan,Contamin_1,Contaminat,Management,Additional,Action_EN,NonFedOwne,NonFedOw_1,EstCubicMe,EstHectare,EstTonsCon,Population,Populati_1,Populati_2,Populati_3,Populati_4,Province_C,Province_N,Census_Sub,Census_S_1,Federal_El,Federal__1,Country_Co,Country_Na,Latitude,Longitude,Created,Modified,FCSILink_E,mi_prinx,PRV_WSHD_I,NHN_TWS_ID
13376,20628,84336,Kinnaird Rapids Upper Back Range - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,959,7718,13201,24373,62475,59,British Columbia,56,Central Kootenay I,29,South Okanagan--West Kootenay,CA,Canada,49.32556,-117.64667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020628-eng.aspx,14092,BC_96,08NE
13377,20629,84316,Irvine Point - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,0,0,0,86,282,59,British Columbia,37,Mount Waddington A,37,North Island--Powell River,CA,Canada,50.82264,-126.22806,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020629-eng.aspx,14093,NA,08GF
13378,20630,16145,Kootenay Landing Range Front - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,3,80,350,9779,18893,59,British Columbia,17,Central Kootenay C,15,Kootenay--Columbia,CA,Canada,49.25469,-116.68439,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020630-eng.aspx,14094,BC_90,08NH
13379,20631,84422,Negro Rock - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,0,0,0,82,5863,59,British Columbia,37,Mount Waddington A,37,North Island--Powell River,CA,Canada,50.59611,-126.37417,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020631-eng.aspx,14095,NA,08GF
13380,20632,84546,Rock Island Lower Range Front - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,512,7434,15400,28127,45992,59,British Columbia,14,Trail,29,South Okanagan--West Kootenay,CA,Canada,49.0925,-117.64861,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020632-eng.aspx,14096,BC_96,08NE
13381,20633,84545,Rock Island Lower Range Rear - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,550,7429,15433,28176,46020,59,British Columbia,30,Kootenay Boundary B,29,South Okanagan--West Kootenay,CA,Canada,49.09278,-117.64917,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020633-eng.aspx,14097,BC_96,08NE
13382,20634,84548,Rock Island Upper Range Front,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,4,105,346,2766,35359,59,British Columbia,17,Central Kootenay C,15,Kootenay--Columbia,CA,Canada,49.097778,-116.99837,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020634-eng.aspx,14098,BC_90,08NH
13383,20635,84664,St. Marys Rock - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,34,3100,14677,32979,46818,59,British Columbia,30,Kootenay Boundary B,29,South Okanagan--West Kootenay,CA,Canada,49.13833,-117.74722,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020635-eng.aspx,14099,BC_96,08NE
13384,20636,84677,Sullivan Creek - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,6,1144,5756,34462,59642,59,British Columbia,30,Kootenay Boundary B,29,South Okanagan--West Kootenay,CA,Canada,49.19333,-117.71417,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020636-eng.aspx,14100,BC_96,08NE
13385,20637,84547,Rock Island Upper Range Rear,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,4,135,2005,11225,14638,59,British Columbia,13,Central Kootenay B,15,Kootenay--Columbia,CA,Canada,49.098333,-116.34889,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020637-eng.aspx,14101,BC_90,08NH
13386,20638,84601,Sherbiko Eddy - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,943,9466,13053,33710,62630,59,British Columbia,45,Castlegar,29,South Okanagan--West Kootenay,CA,Canada,49.29972,-117.65,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020638-eng.aspx,14102,BC_96,08NE
13387,20639,84032,Banana Island South - Unassessed,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Containment,NA,NA,0,NA,0,0,0,17,372,1224,10502,160228,59,British Columbia,60,Thompson-Nicola L (Grasslands),13,Kamloops--Thompson--Cariboo,CA,Canada,50.725,-119.77083,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020639-eng.aspx,14103,BC_191,08LE
13388,20640,84031,Banana Island North - Unassessed,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Containment,NA,NA,0,NA,0,0,0,17,372,1224,10502,160228,59,British Columbia,60,Thompson-Nicola L (Grasslands),13,Kamloops--Thompson--Cariboo,CA,Canada,50.725,-119.77083,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020640-eng.aspx,14104,BC_191,08LE
13389,20641,84100,Chase Bridge - Unassessed,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Containment,NA,NA,0,NA,0,0,0,1069,3226,3868,14821,129762,59,British Columbia,44,Thompson-Nicola P (Rivers and the Peaks),20,North Okanagan--Shuswap,CA,Canada,50.828365,-119.69725,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020641-eng.aspx,14105,BC_191,08LE
13390,20642,84179,Duvernet - Duvernet Point,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Containment,NA,NA,0,NA,0,0,0,1,4507,15432,17386,17693,59,British Columbia,16,North Coast A,28,Skeena--Bulkley Valley,CA,Canada,54.31431,-130.40806,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020642-eng.aspx,14106,NA,08FG
13391,20643,84266,Gull Island East - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,6,121,462,5739,248225,59,British Columbia,35,Cowichan Valley I,10,Cowichan--Malahat--Langford,CA,Canada,48.89278,-124.28833,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020643-eng.aspx,14107,BC_36,08HA
13392,20644,84332,Kincolith Breakwater - Possible creosote compounds from timber batteries,C,N,Not a Priority for Action,Housekeeping Issue: creosote compounds have potentially contaminated the sediment surrounding three treated timber batteries which provide structural support to a square placard.,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Sediment, Surface water",NA,Remediation,NA,NA,0,NA,0,0,0,0,383,396,508,1130,59,British Columbia,39,Kitimat-Stikine A,28,Skeena--Bulkley Valley,CA,Canada,54.99775,-129.97747,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020644-eng.aspx,14108,NA,08DB
13393,20645,84376,Lower Tin Cup - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1494,8799,12940,30797,62344,59,British Columbia,45,Castlegar,29,South Okanagan--West Kootenay,CA,Canada,49.31564,-117.65397,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020645-eng.aspx,14109,BC_96,08NE
13394,20646,84354,Lafarge Bridge South - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,153,17232,621140,2378786,2782760,59,British Columbia,15,Richmond,31,Steveston--Richmond East,CA,Canada,49.16667,-123.01667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020646-eng.aspx,14110,BC_103,08MH
13395,20647,84353,Lafarge Bridge North - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,153,17232,621140,2378786,2782760,59,British Columbia,15,Richmond,31,Steveston--Richmond East,CA,Canada,49.16667,-123.01667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020647-eng.aspx,14111,BC_103,08MH
13396,20648,84369,Little Shuswap - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,4,1612,4535,16846,82996,59,British Columbia,60,Thompson-Nicola L (Grasslands),20,North Okanagan--Shuswap,CA,Canada,50.85,-119.63333,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020648-eng.aspx,14112,BC_191,08LE
13397,20649,84382,Mabel Lake No. 1 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1,31,154,1965,66164,59,British Columbia,41,North Okanagan F,20,North Okanagan--Shuswap,CA,Canada,50.60167,-118.73667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020649-eng.aspx,14113,BC_238,08LC
13398,20650,84383,Mabel Lake No. 2 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1,31,153,1965,66224,59,British Columbia,41,North Okanagan F,20,North Okanagan--Shuswap,CA,Canada,50.60111,-118.73667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020650-eng.aspx,14114,BC_238,08LC
13399,20651,84384,Mabel Lake No. 3 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1,31,149,1925,66015,59,British Columbia,41,North Okanagan F,20,North Okanagan--Shuswap,CA,Canada,50.60056,-118.73417,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020651-eng.aspx,14115,BC_238,08LC
13400,20652,84385,Mabel Lake No. 4 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1,31,149,1925,66072,59,British Columbia,41,North Okanagan F,20,North Okanagan--Shuswap,CA,Canada,50.6,-118.73417,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020652-eng.aspx,14116,BC_238,08LC
13401,20653,84557,Rushbrook Entrance North - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,2889,15185,16209,17587,17659,59,British Columbia,12,Prince Rupert,28,Skeena--Bulkley Valley,CA,Canada,54.32667,-130.30556,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020653-eng.aspx,14117,NA,08FG
13402,20654,84558,Rushbrook Entrance South - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,3015,15190,16213,17585,17659,59,British Columbia,12,Prince Rupert,28,Skeena--Bulkley Valley,CA,Canada,54.32611,-130.30611,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020654-eng.aspx,14118,NA,08FG
13403,20655,84559,Rushbrook Tidemark - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,3451,15207,16230,17577,17659,59,British Columbia,12,Prince Rupert,28,Skeena--Bulkley Valley,CA,Canada,54.32417,-130.3075,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020655-eng.aspx,14119,NA,08FG
13404,20656,84455,Osoyoos Lake - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1487,8323,9395,19663,49742,59,British Columbia,22,Okanagan-Similkameen A,29,South Okanagan--West Kootenay,CA,Canada,49.03333,-119.45,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020656-eng.aspx,14120,BC_161,08NM
13405,20657,84402,McIntosh Rock - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,4,10910,16168,17420,17681,59,British Columbia,16,North Coast A,28,Skeena--Bulkley Valley,CA,Canada,54.30417,-130.37611,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020657-eng.aspx,14121,NA,08FG
13406,20658,84679,Swan Island Range Front,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,0,15,62,666,10873,59,British Columbia,46,East Kootenay F,15,Kootenay--Columbia,CA,Canada,50.120278,-116.17253,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020658-eng.aspx,14122,BC_187,08NG
13407,20659,84680,Swan Island Range Rear,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,0,15,62,651,10826,59,British Columbia,46,East Kootenay F,15,Kootenay--Columbia,CA,Canada,50.1205,-116.17337,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020659-eng.aspx,14123,BC_187,08NG
13408,20660,84648,South Thompson - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Other,NA,NA,0,NA,0,0,0,3,88,282,2465,109275,59,British Columbia,60,Thompson-Nicola L (Grasslands),13,Kamloops--Thompson--Cariboo,CA,Canada,50.41,-120.2,4/26/2011,4/26/2011,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020660-eng.aspx,24874,BC_113,08LG
13409,20661,84563,Salmon Arm Breakwater - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1048,19715,27528,46550,99860,59,British Columbia,32,Salmon Arm,20,North Okanagan--Shuswap,CA,Canada,50.71111,-119.285,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020661-eng.aspx,14124,BC_183,08LE
13410,20662,84567,Salmon Arm Starboard - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1674,19091,27530,46114,104632,59,British Columbia,32,Salmon Arm,20,North Okanagan--Shuswap,CA,Canada,50.70722,-119.28389,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020662-eng.aspx,14125,BC_183,08LE
13411,20663,84565,Salmon Arm Port - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,1721,19097,27537,46149,104626,59,British Columbia,32,Salmon Arm,20,North Okanagan--Shuswap,CA,Canada,50.70722,-119.28333,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020663-eng.aspx,14126,BC_183,08LE
13412,20664,84599,Shawnigan Lake No. 5 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,579,8037,19073,230519,580064,59,British Columbia,46,Cowichan Valley B,10,Cowichan--Malahat--Langford,CA,Canada,48.62833,-123.63667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020664-eng.aspx,14127,BC_243,08HA
13413,20665,84600,Shawnigan Lake No. 9 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,989,8804,20075,211687,581526,59,British Columbia,46,Cowichan Valley B,10,Cowichan--Malahat--Langford,CA,Canada,48.63667,-123.64,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020665-eng.aspx,14128,BC_243,08HA
13414,20666,84597,Shawnigan Lake No. 11 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,506,6389,17617,253887,577945,59,British Columbia,46,Cowichan Valley B,10,Cowichan--Malahat--Langford,CA,Canada,48.61667,-123.63667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020666-eng.aspx,14129,BC_243,08HA
13415,20667,84598,Shawnigan Lake No. 12 - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,510,5704,17243,259493,577343,59,British Columbia,46,Cowichan Valley B,10,Cowichan--Malahat--Langford,CA,Canada,48.61333,-123.63667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020667-eng.aspx,14130,BC_243,08HA
13416,20668,84965,Sourdough Bay Daybeacon - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,618,13102,16153,17591,17655,59,British Columbia,12,Prince Rupert,28,Skeena--Bulkley Valley,CA,Canada,54.32833,-130.27569,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020668-eng.aspx,14131,NA,08FG
13417,20669,84693,Tappen Bay - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,109,3988,23194,44564,74102,59,British Columbia,37,Columbia-Shuswap C,20,North Okanagan--Shuswap,CA,Canada,50.77722,-119.32333,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020669-eng.aspx,14132,BC_183,08LE
13418,20670,84736,Upper Tin Cup Front - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,980,7716,13201,24352,62474,59,British Columbia,56,Central Kootenay I,29,South Okanagan--West Kootenay,CA,Canada,49.32561,-117.64681,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020670-eng.aspx,14133,BC_96,08NE
13419,20671,84735,Upper Tin Cup Back - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,980,7716,13201,24352,62474,59,British Columbia,56,Central Kootenay I,29,South Okanagan--West Kootenay,CA,Canada,49.32561,-117.64681,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020671-eng.aspx,14134,BC_96,08NE
13420,20672,84080,Butze Rapids West - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,69,8064,16321,17445,17650,59,British Columbia,16,North Coast A,28,Skeena--Bulkley Valley,CA,Canada,54.30361,-130.24611,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020672-eng.aspx,14135,NA,08FG
13421,20673,84079,Butze Rapids East - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,68,8546,16301,17457,17651,59,British Columbia,16,North Coast A,28,Skeena--Bulkley Valley,CA,Canada,54.30583,-130.24722,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020673-eng.aspx,14136,NA,08FG
13422,20674,84121,Cook Point - Unassessed,C,NA,NA,Unassessed,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,0,7,31,1265,2614,59,British Columbia,27,North Coast D,28,Skeena--Bulkley Valley,CA,Canada,53.80361,-132.19806,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020674-eng.aspx,14137,NA,08OA
13423,20675,84149,Darby Channel - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,0,0,0,0,99,59,British Columbia,6,Central Coast A,37,North Island--Powell River,CA,Canada,51.51722,-127.65667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020675-eng.aspx,14138,NA,08FA
13424,20676,84161,Delkatla Creek - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,57,1123,1408,1573,2614,59,British Columbia,23,Masset,28,Skeena--Bulkley Valley,CA,Canada,54.01667,-132.11667,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020676-eng.aspx,14139,BC_60,08OA
13425,20677,84247,Georgy Point - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,0,0,11,1703,17818,59,British Columbia,21,North Coast C,28,Skeena--Bulkley Valley,CA,Canada,54.08,-130.185,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020677-eng.aspx,14140,NA,08FG
13426,20678,84268,Gunboat Front Range - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,0,0,0,1069,1069,59,British Columbia,6,Central Coast A,28,Skeena--Bulkley Valley,CA,Canada,52.16583,-127.95722,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020678-eng.aspx,14141,NA,08FD
13427,20679,84269,Gunboat Rear Range - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,0,0,0,1069,1069,59,British Columbia,6,Central Coast A,28,Skeena--Bulkley Valley,CA,Canada,52.16361,-127.94944,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020679-eng.aspx,14142,NA,08FD
13428,20680,84219,Fougner Point - No Contamination Identified,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,0,0,0,0,1161,59,British Columbia,6,Central Coast A,28,Skeena--Bulkley Valley,CA,Canada,52.40561,-127.37803,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020680-eng.aspx,14143,NA,08FD
13429,20681,84297,Hicks Point - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,2,135,1039,16961,17975,59,British Columbia,21,North Coast C,28,Skeena--Bulkley Valley,CA,Canada,54.19111,-130.24167,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020681-eng.aspx,14144,NA,08FG
13430,20682,84291,Hegan Point - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,Marine Facilities/Aquatic Sites,Assessment,NA,NA,0,NA,0,0,0,0,0,3,1028,17699,59,British Columbia,21,North Coast C,28,Skeena--Bulkley Valley,CA,Canada,54.06619,-130.10233,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020682-eng.aspx,14145,BC_94,08FG
13431,20683,84298,Hiekish Narrows - Unassessed,C,NA,NA,NA,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,Unassessed,NA,0,NA,0,0,0,0,0,0,0,349,59,British Columbia,20,Kitimat-Stikine C (Part 2),28,Skeena--Bulkley Valley,CA,Canada,52.85986,-128.49778,7/24/2007,7/24/2007,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/00020683-eng.aspx,14146,BC_80,08FD
