,FederalSit,Property_N,Site_Name_,CurrentSit,ClassType,ClassEN,Location_E,DOB_Identi,DOB_Name_E,Involvemen,Involvem_1,PropertyTy,Property_1,Contaminan,Contamin_1,Contaminat,Management,Additional,Action_EN,NonFedOwne,NonFedOw_1,EstCubicMe,EstHectare,EstTonsCon,Population,Populati_1,Populati_2,Populati_3,Populati_4,Province_C,Province_N,Census_Sub,Census_S_1,Federal_El,Federal__1,Country_Co,Country_Na,Latitude,Longitude,Created,Modified,FCSILink_E,mi_prinx,PRV_WSHD_I,NHN_TWS_ID
21574,19266002,19266,Prince Rupert (Seal Cove)Uplands,A,2,Medium Priority for Action,Seal Cove Seaplane Base and Aero Point,MOT,Transport Canada,0,Federal Real Property,F,Federal,PHCs (petroleum hydrocarbons),Soil,Marine Facilities/Aquatic Sites,NA,NA,Under risk management.,0,NA,10,0,0,939,13580,16147,17601,17655,59,British Columbia,12,Prince Rupert,28,Skeena--Bulkley Valley,CA,Canada,54.33,-130.280556,11/5/2008,11/5/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19266002-eng.aspx,21333,BC_245,08FG
21575,19341001,19341,MA-1 Masset Rifle Range,C,1,High Priority for Action,NA,DND,National Defence,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.), PAHs (polycyclic aromatic hydrocarbon)","Groundwater, Soil, Surface water",Military and Former Military Sites,"Periodic Monitoring, Additional assessment",NA,NA,0,NA,50000,0,0,38,431,1408,1573,2614,59,British Columbia,23,Masset,28,Skeena--Bulkley Valley,CA,Canada,54.0178,-132.066,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19341001-eng.aspx,21334,BC_60,08OA
21576,19387001,19387,Waterlot,C,2,Medium Priority for Action,waterlot,MOT,Transport Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Sediment,Marine Facilities/Aquatic Sites,NA,NA,Assessed - no action required.,0,NA,40,0,0,0,7,31,3647,4236,59,British Columbia,32,North Coast E,28,Skeena--Bulkley Valley,CA,Canada,53.25436,-131.82317,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19387001-eng.aspx,21335,NA,08OB
21577,19392001,19392,Former Fire Training Area,C,2,Medium Priority for Action,Former Fire Training Area,MOT,Transport Canada,0,Federal Real Property,F,Federal,"BTEXs (benzene, toluene, ethylbenzene, and xylene), Metal, metalloid, and organometallic",Groundwater,Engineering Assets/Air and Land Transportation,NA,NA,Under risk management - risk assessment was completed in 1999/00.  No further action required.,0,NA,5600,0,0,0,7,31,3647,4236,59,British Columbia,32,North Coast E,28,Skeena--Bulkley Valley,CA,Canada,53.252316,-131.813118,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19392001-eng.aspx,21336,BC_138,08OB
21578,19392002,19392,Tanks,C,NA,NA,NA,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,7,31,3647,4236,59,British Columbia,32,North Coast E,28,Skeena--Bulkley Valley,CA,Canada,53.252316,-131.813118,11/5/2008,11/5/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19392002-eng.aspx,21337,BC_138,08OB
21579,19394001,19394,Sandspit Transmitter - Building 1,C,3,Low Priority for Action,At southwest corner of abandonned transmitter building (Building 1),DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic",Soil,Marine Facilities/Aquatic Sites,Additional assessment,NA,NA,0,NA,1,0,0,0,7,31,3647,4236,59,British Columbia,32,North Coast E,28,Skeena--Bulkley Valley,CA,Canada,53.235399,-131.809339,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19394001-eng.aspx,21338,BC_138,08OB
21580,19397001,19397,Low Island - Minor Shore Light,A,2,Medium Priority for Action,Soil in crevice immediately north of light base an,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic",Soil,Marine Facilities/Aquatic Sites,Remediation,NA,NA,0,NA,175,0,0,0,7,31,196,1548,59,British Columbia,32,North Coast E,28,Skeena--Bulkley Valley,CA,Canada,52.9125,-131.538333,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19397001-eng.aspx,21339,NA,08OB
21581,19401001,19401,Langara Island,A,1,High Priority for Action,"Various - Bulk Storage, dumps, burn pit",DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,Fuel Related Practices,Risk Management,NA,NA,0,NA,3579,0,0,0,7,31,156,498,59,British Columbia,27,North Coast D,28,Skeena--Bulkley Valley,CA,Canada,54.2564,-133.0583,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19401001-eng.aspx,21340,BC_60,08OA
21582,19482001,19482,Bonilla Island - Sector Light,A,1,High Priority for Action,"Various, dike, burn pits, construction material",DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,Fuel Related Practices,Risk Management,NA,NA,0,NA,167,0,0,0,0,4,70,661,59,British Columbia,21,North Coast C,28,Skeena--Bulkley Valley,CA,Canada,53.4928,-130.6358,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19482001-eng.aspx,21342,NA,08FG
21583,19536001,0,Klemtu,C,N,Not a Priority for Action,NA,SHC,Health Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,NA,Remediation,NA,"In 2000, petroleum hydrocarbon contaminated soil was identified at the health centre: the aboveground storage tank at the health clinic, and the aboveground storage tank at the nurse's residence.  Soil remediation was carried out in 2003.  Follow-up samp",0,NA,2,0,0,199,349,349,349,349,59,British Columbia,802,Kitasoo 1,28,Skeena--Bulkley Valley,CA,Canada,52.59339,-128.53409,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19536001-eng.aspx,21343,BC_93,08FD
21584,19614001,0,Government of Canada Building - Vanderhoof,C,3,Low Priority for Action,"Contaminated soil is on the south side of the building, near the south end of the loading dock area.",SVC,Public Services and Procurement Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,NA,NA,Current data does not suggest any significant risk to ecological or human health. No further remedial or management action required. ROC complete.,Remediation complete. No further action required. Record of site condition prepared.,3,Private Sector,325,0,0,998,4570,5261,7333,11480,59,British Columbia,7,Vanderhoof,4,Cariboo--Prince George,CA,Canada,54.015704,-124.011203,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19614001-eng.aspx,21344,BC_156,08JC
21585,19693003,19693,Pinkut Creek Project - Former AST area adjacent to,C,2,Medium Priority for Action,Area near the former beach house adjacent to the l,DFO,Fisheries and Oceans Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PHCs (petroleum hydrocarbons)","Groundwater, Soil",Marine Facilities/Aquatic Sites,Additional assessment,NA,NA,0,NA,133.33,0,0,0,11,42,272,4640,59,British Columbia,28,Bulkley-Nechako B,28,Skeena--Bulkley Valley,CA,Canada,54.441874,-125.452953,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19693003-eng.aspx,21347,BC_5,08EC
21586,19743001,19743,Air Navigation Facility: Non Directional Beacon,C,3,Low Priority for Action,In vicinity of Air Navigation Facility building.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Remediation,NA,"Site investigation revealed that contamination levels were below guidelines, no further actions are proposed.",0,NA,0,0,20,90,3096,8474,11177,15432,59,British Columbia,51,Bulkley-Nechako A,28,Skeena--Bulkley Valley,CA,Canada,54.747816,-127.107069,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19743001-eng.aspx,21348,BC_18,08EE
21587,19745001,0,Fort Babine,C,N,Not a Priority for Action,NA,SHC,Health Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,NA,Remediation,NA,"In 2003, the former health clinic building was moved 10 m to the west to facilitate soil remediation.  275 cubic metres of contaminated soil was excavated and successfully treated in a biocell.  Treatment cell requires decommissioning.",0,NA,275,0,0,0,0,4,122,693,59,British Columbia,53,Bulkley-Nechako G,28,Skeena--Bulkley Valley,CA,Canada,55.41667,-126.6672,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19745001-eng.aspx,21349,BC_5,08EC
21588,19793001,19793,Site 46 & 47 - Former Chlorinator Pit & Incinerator,C,2,Medium Priority for Action,"South of hangar road, adjacent to Pacific Western Helicopters.",MOT,Transport Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic","Groundwater, Soil",Engineering Assets/Air and Land Transportation,NA,NA,No action required.,0,NA,190,0,0,98,4971,57546,84190,88201,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.879941,-122.677605,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793001-eng.aspx,21350,BC_197,08KE
21589,19793002,19793,Site 32 - Former Chlorinating Pit,C,2,Medium Priority for Action,Located north of current water reservoir.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PHCs (petroleum hydrocarbons)",Soil,Engineering Assets/Air and Land Transportation,NA,NA,No action required.,0,NA,30,0,0,124,3550,52866,84163,88146,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.882853,-122.667322,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793002-eng.aspx,21351,BC_197,08KE
21590,19793003,19793,Site 7 - Former Fire Training Area,C,2,Medium Priority for Action,Former Fire Training Area north of runway 06-24,MOT,Transport Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Engineering Assets/Air and Land Transportation,NA,NA,No action required.,0,NA,4500,0,0,70,8359,61604,84326,88170,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.88855,-122.680968,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793003-eng.aspx,21352,BC_197,08KE
21591,19793004,19793,Site 21 & 28 - Apron refuelling area & former UST location,C,3,Low Priority for Action,Located west of the air terminal building at the apron refuelling area.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Fuel Related Practices,NA,Site appears to be attenuating naturally.,No action required.,0,NA,4800,0,0,90,5233,58015,84243,88158,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.885525,-122.673892,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793004-eng.aspx,21353,BC_197,08KE
21592,19793005,0,Prince George Airport Site 19 - Former UST area,A,N,Not a Priority for Action,West of Northern Thunderbird Air Hangar.,MOT,Transport Canada,3,Federal activities,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,Fuel Related Practices,NA,A Biocell was constructed on Site 9 in 2010 to be used to treat hydrocarbon contaminated soil removed during construction of a new Hanger at site 19. The Biocell was designed to hold approximately 800 cubic meters of hydrocarbon impacted soils. Contamina,Under risk management.,2,Municipal Government,530,0,0,88,5309,58228,84229,88174,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.883667,-122.67561,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793005-eng.aspx,21354,BC_197,08KE
21593,19793006,19793,Site 38 - Former fire retardant UST area,C,N,Not a Priority for Action,Located west of hangar road adjacent to RCMP hangar.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"BTEXs (benzene, toluene, ethylbenzene, and xylene), Metal, metalloid, and organometallic","Groundwater, Soil",Engineering Assets/Air and Land Transportation,NA,NA,No action required.,0,NA,40,0,0,89,5363,58359,84218,88188,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.882167,-122.67716,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793006-eng.aspx,21355,BC_197,08KE
21594,19793007,19793,Site 25 - Former Dumpsite,C,3,Low Priority for Action,30m west of Ellis Road.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic",Soil,Engineering Assets/Air and Land Transportation,NA,NA,No action required.,0,NA,10,0,0,113,4480,56400,84155,88217,59,British Columbia,44,Fraser-Fort George D,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.877244,-122.678133,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793007-eng.aspx,21356,BC_197,08KE
21595,19793008,19793,Site 27 - Former Maintenance Garage,C,N,Not a Priority for Action,East of current air terminal building.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Soil",Engineering Assets/Air and Land Transportation,NA,NA,No action required.,0,NA,650,0,0,90,5237,58037,84239,88161,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.885078,-122.674221,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793008-eng.aspx,21357,BC_197,08KE
21596,19793009,19793,Site 20 - Former UST Site,C,N,Not a Priority for Action,Southeast of apron near to terminal building.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Not Available, Soil",Fuel Related Practices,NA,NA,No action required.,0,NA,500,0,0,89,5291,58173,84234,88168,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.884382,-122.674961,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793009-eng.aspx,21358,BC_197,08KE
21597,19793010,19793,Site 9 - Former Fire Training Area,C,N,Not a Priority for Action,West of BC Forestry site.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Engineering Assets/Air and Land Transportation,NA,Impacted soil removed.  Only dissolved phase groundwater impacts remain.,No action required.,0,NA,4100,0,0,69,9676,61844,84299,88213,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.884096,-122.686101,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793010-eng.aspx,21359,BC_197,08KE
21598,19793011,19793,Site 11 - Evaporation Pond,C,NA,NA,East of Apron I,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,184,2778,48383,84037,88162,59,British Columbia,44,Fraser-Fort George D,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.8761,-122.66232,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793011-eng.aspx,21360,BC_197,08KE
21599,19793012,19793,Site 4 - Auto wrecker area,C,NA,NA,Near to west airport boundary.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,NA,No action required at this time - will be re-assessed at a later date.,0,NA,0,0,0,76,7439,60546,84264,88201,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.883333,-122.681944,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793012-eng.aspx,21361,BC_197,08KE
21600,19793013,19793,Site 40 -  Former Chemical Storage Area,C,N,Not a Priority for Action,Northeast of hangar road.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic",Groundwater,Engineering Assets/Air and Land Transportation,Risk Management,NA,No action required.,0,NA,40,0,0,90,5366,58364,84212,88195,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.881434,-122.677868,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793013-eng.aspx,21362,BC_197,08KE
21601,19793014,19793,Site 17 - UST area,C,3,Low Priority for Action,Southern end of Apron I,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,NA,Tenant developing remedial action plan.,0,NA,1750,0,0,94,6268,58825,84189,88239,59,British Columbia,44,Fraser-Fort George D,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.877222,-122.683611,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793014-eng.aspx,21363,BC_197,08KE
21602,19793015,19793,Site 23,C,NA,NA,Located at the south end of apron 1.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,NA,No action required at this time - tenant will be required to complete further action at a later date.,0,NA,0,0,0,96,5623,58476,84195,88219,59,British Columbia,44,Fraser-Fort George D,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.878889,-122.680833,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793015-eng.aspx,21364,BC_197,08KE
21603,19793016,19793,Site 22 - Tank Farm/Former Coal Storage Area,C,NA,NA,South side of apron 2,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,NA,No immediate action required at this time - future assessment by tenant requested.,0,NA,0,0,0,87,5991,59225,84225,88203,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.881389,-122.68,7/26/2006,7/26/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793016-eng.aspx,21365,BC_197,08KE
21604,19793017,19793,Site 10 - Apron,C,NA,NA,Area due north and adjacent to the BC Forestry apron.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,NA,NA,No action required at this time - will be re-assessed at a later date.,0,NA,0,0,0,89,5395,58419,84217,88190,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.881944,-122.6775,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793017-eng.aspx,21366,BC_197,08KE
21605,19793018,19793,Site 39 - Former UST nest,C,N,Not a Priority for Action,Former UST nest and pipeline trench across apron in front on hangar.,MOT,Transport Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Fuel Related Practices,Risk Management,NA,Impacted soil was partially removed from site in 2001/02.  Remaining soil under risk management.,0,NA,10,0,0,92,5197,58026,84207,88192,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.881405,-122.677164,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19793018-eng.aspx,21367,BC_197,08KE
21606,19796001,19796,Air Navigation Facility: Receiver,C,3,Low Priority for Action,In vicinity of Air Navigation Facility building.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Remediation,NA,Remediation complete.  Site clean.,0,NA,225,0,0,68,15516,65025,84556,88164,59,British Columbia,23,Prince George,24,Prince George--Peace River--Northern Rockies,CA,Canada,53.90258,-122.69783,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19796001-eng.aspx,21368,BC_197,08KE
21607,19807001,0,Former Government of Canada Building - Dawson Creek,C,2,Medium Priority for Action,Adjacent to northwest corner of Dawson Creek federal building.,SVC,Public Services and Procurement Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,NA,Other,"One 5,500L underground fuel oil storage tank, and one 50L gasoline day tank, were removed from the site, along with 45 tonnes of hydrocarbon impacted soil.","Former abandoned underground storage tanks have been removed, and excavation and disposal of all contaminated soils has been completed.  No further action required.",2,Municipal Government,23,0,0,2526,12282,14105,16961,20183,59,British Columbia,14,Dawson Creek,24,Prince George--Peace River--Northern Rockies,CA,Canada,55.75179,-120.22962,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19807001-eng.aspx,21369,BC_117,07FD
21608,19840001,19840,Air Navigation Facility: Transmitter,C,N,Not a Priority for Action,In vicinity of Air Navigation Facility building.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Remediation,NA,Remediation ongoing and completion expected in 2002/03.,0,NA,12,0,0,6,588,7962,29335,34700,59,British Columbia,42,Peace River C,24,Prince George--Peace River--Northern Rockies,CA,Canada,56.23412,-120.660287,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19840001-eng.aspx,21370,BC_117,07FD
21609,19841001,19841,Air Navigation Facility: Non Directional Beacon,C,N,Not a Priority for Action,In vicinity of Air Navigation Facility building.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Remediation,NA,Remediation complete.  Site clean.,0,NA,5,0,0,30,14703,25133,30369,33718,59,British Columbia,42,Peace River C,24,Prince George--Peace River--Northern Rockies,CA,Canada,56.284271,-120.844917,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19841001-eng.aspx,21371,BC_98,07FC
21610,19876001,0,Fort Ware,C,N,Not a Priority for Action,NA,SHC,Health Canada,6,A reserve as defined in the Indian Act,C,Canada Lands,PHCs (petroleum hydrocarbons),Soil,NA,Remediation,NA,"In 1998, 3 cubic metres of heavy staining was reported at the site of the former aboveground storage tanks located behind the existing nursing station.  An environmental site assessment conducted in October 2006 indicates petroleum hydrocarbon soil conta",0,NA,10,0,0,200,373,373,373,373,59,British Columbia,807,Fort Ware 1,24,Prince George--Peace River--Northern Rockies,CA,Canada,57.43071,-125.63835,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19876001-eng.aspx,21372,BC_208,07EA
21611,19878001,19878,"Pleasant Camp Border Crossing, YT",A,1,High Priority for Action,North of the highway.,BSF,Canada Border Services Agency,0,Federal Real Property,F,Federal,PHCs (petroleum hydrocarbons),"Groundwater, Soil",Fuel Related Practices,"Remediation, Risk Management",NA,NA,0,NA,1400,0,0,-2,-2,-2,-2,-2,59,British Columbia,22,Stikine Region,28,Skeena--Bulkley Valley,CA,Canada,59.45088,-136.3622,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19878001-eng.aspx,21373,BC_95,08BE
21612,19881001,19881,Unused Lot,C,2,Medium Priority for Action,"Fill material and soil stockpiles to the east, southwest, and north.",SVC,Public Services and Procurement Canada,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic",Soil,Office/Commercial/Industrial Operations,Remediation,NA,"Complete partial excavation to a total depth of 1.0m and disposal offsite, combined with annual risk management activities to 2016/2017. Site closure completed March 3, 2016.",0,NA,225,0,0,156,294,392,505,536,59,British Columbia,22,Stikine Region,28,Skeena--Bulkley Valley,CA,Canada,59.572131,-133.70257,11/2/2005,11/2/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19881001-eng.aspx,21374,BC_3,09AA
21613,19933001,19933,Takhini Complex,C,2,Medium Priority for Action,Hydrocarbon contaminated soil at the fuel oil above ground storage tank to the east of the 421 Range Road building.,SVC,Public Services and Procurement Canada,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,NA,Other,NA,"Remediation complete, no further action required.",0,NA,10,0,0,1063,16330,23088,26752,28338,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.73814,-135.08763,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19933001-eng.aspx,21375,NA,09AB
21614,19958002,19958,SS Klondike National Historic Site,A,2,Medium Priority for Action,"Located in Whitehorse, Yukon",CAP,Parks Canada Agency,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic","Soil, Surface soil",Marine Facilities/Aquatic Sites,NA,The site is located in a Federal real property or in a Federal Program Lands.,Site is under remediation and/or risk management steps.,0,NA,0,0.002,0,2004,16710,22526,26557,28391,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.713277,-135.04814,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/19958002-eng.aspx,21376,NA,09AB
21615,20005001,20005,Palace Grand Theatre Underground Storage Tank,A,2,Medium Priority for Action,Dawson City,CAP,Parks Canada Agency,0,Federal Real Property,F,Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Soil,Fuel Related Practices,NA,The site is located in a Federal real property or in a Federal Program Lands.,Site is under remediation and/or risk management steps.,0,NA,0,0.001,0,595,1271,1505,1505,1505,60,Yukon,29,Dawson,1,Yukon,CA,Canada,64.063289,-139.431534,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20005001-eng.aspx,21377,NA,09EB
21616,20009001,17411,Bear Creek Compound,A,1,High Priority for Action,"Located at Bear Creek near Dawson City, Yukon",CAP,Parks Canada Agency,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PHCs (petroleum hydrocarbons)","Groundwater, Soil",Office/Commercial/Industrial Operations,Additional assessment,The site is located in a Federal real property or in a Federal Program Lands.,Site is under remediation and/or risk management steps.,0,NA,5000,0.11,0,0,214,1217,1505,1505,60,Yukon,45,"Yukon, Unorganized",1,Yukon,CA,Canada,64.027663,-139.24453,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20009001-eng.aspx,21379,NA,09EA
21617,20032001,20032,Court House,C,N,Not a Priority for Action,"Located at the Court House Commissioner's Residence, Dawson City, Yukon",CAP,Parks Canada Agency,0,Federal Real Property,F,Federal,PHCs (petroleum hydrocarbons),Not Available,NA,NA,The site is located in a Federal real property or in a Federal Program Lands.,Site closed. No futher action is required.,0,NA,0,0,0,615,1270,1505,1505,1505,60,Yukon,29,Dawson,1,Yukon,CA,Canada,64.056088,-139.440905,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20032001-eng.aspx,21380,NA,09EB
21618,20033001,20033,Stokes Point,C,2,Medium Priority for Action,Ivvavik National Park,CAP,Parks Canada Agency,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PAHs (polycyclic aromatic hydrocarbon), PCBs (Polychlorinated Biphenyl) and PCDD/Fs (polychlorinated dibenzo-p-dioxin/dibenzofuran), Pesticides, PHCs (petroleum hydrocarbons)",Soil,NA,Additional assessment,The site is located in a National Park of Canada.,Site closed. No futher action is required.,0,NA,0,88,0,0,0,0,0,0,60,Yukon,45,"Yukon, Unorganized",1,Yukon,CA,Canada,69.19441,-138.45,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20033001-eng.aspx,21381,NA,10MD
