NHN_TWS,Scientific_name,Common_name,Species_origin
02OG,Morone americana,White Perch,native
02PD,Morone americana,White Perch,native
02PE,Morone americana,White Perch,native
02PH,Morone americana,White Perch,native
02PK,Morone americana,White Perch,native
02PL,Morone americana,White Perch,native
02QA,Morone americana,White Perch,native
02QB,Morone americana,White Perch,native
02QC,Morone americana,White Perch,native
203,Morone chrysops,White Bass,native
207,Morone chrysops,White Bass,native
209,Morone chrysops,White Bass,native
02CA,Morone chrysops,White Bass,native
02DD,Morone chrysops,White Bass,native
02EC,Morone chrysops,White Bass,native
02ED,Morone chrysops,White Bass,native
02FA,Morone chrysops,White Bass,native
02FB,Morone chrysops,White Bass,native
02FD,Morone chrysops,White Bass,native
02FE,Morone chrysops,White Bass,native
02FF,Morone chrysops,White Bass,native
02GB,Morone chrysops,White Bass,native
02GC,Morone chrysops,White Bass,native
02GE,Morone chrysops,White Bass,native
02GF,Morone chrysops,White Bass,native
02GG,Morone chrysops,White Bass,native
02GH,Morone chrysops,White Bass,native
02HA,Morone chrysops,White Bass,native
02HB,Morone chrysops,White Bass,native
02HC,Morone chrysops,White Bass,native
02HD,Morone chrysops,White Bass,native
02HE,Morone chrysops,White Bass,native
02HK,Morone chrysops,White Bass,native
02HL,Morone chrysops,White Bass,native
02HM,Morone chrysops,White Bass,native
02LA,Morone chrysops,White Bass,native
02LB,Morone chrysops,White Bass,native
02LC,Morone chrysops,White Bass,native
02MA,Morone chrysops,White Bass,native
02MB,Morone chrysops,White Bass,native
02MC,Morone chrysops,White Bass,native
02NG,Morone chrysops,White Bass,native
02OA,Morone chrysops,White Bass,native
02OB,Morone chrysops,White Bass,native
02OC,Morone chrysops,White Bass,native
02OD,Morone chrysops,White Bass,native
02OF,Morone chrysops,White Bass,native
02OG,Morone chrysops,White Bass,native
02OJ,Morone chrysops,White Bass,native
02PA,Morone chrysops,White Bass,native
02PB,Morone chrysops,White Bass,native
02PC,Morone chrysops,White Bass,native
02PD,Morone chrysops,White Bass,native
02PE,Morone chrysops,White Bass,native
02PH,Morone chrysops,White Bass,native
02PJ,Morone chrysops,White Bass,native
02PK,Morone chrysops,White Bass,native
02PL,Morone chrysops,White Bass,native
501,Morone chrysops,White Bass,native
05MJ,Morone chrysops,White Bass,native
05OC,Morone chrysops,White Bass,native
05OD,Morone chrysops,White Bass,native
05OE,Morone chrysops,White Bass,native
05OF,Morone chrysops,White Bass,native
05OG,Morone chrysops,White Bass,native
05OH,Morone chrysops,White Bass,native
05OJ,Morone chrysops,White Bass,native
05PF,Morone chrysops,White Bass,native
05RA,Morone chrysops,White Bass,native
05RB,Morone chrysops,White Bass,native
05SA,Morone chrysops,White Bass,native
05SB,Morone chrysops,White Bass,native
05SC,Morone chrysops,White Bass,native
05SD,Morone chrysops,White Bass,native
05SE,Morone chrysops,White Bass,native
05SF,Morone chrysops,White Bass,native
05SG,Morone chrysops,White Bass,native
01AP,Morone saxatilis,Striped Bass,native
01BL,Morone saxatilis,Striped Bass,native
01BO,Morone saxatilis,Striped Bass,native
01BP,Morone saxatilis,Striped Bass,native
01BT,Morone saxatilis,Striped Bass,native
01DF,Morone saxatilis,Striped Bass,native
01DG,Morone saxatilis,Striped Bass,native
01DH,Morone saxatilis,Striped Bass,native
01DJ,Morone saxatilis,Striped Bass,native
01DL,Morone saxatilis,Striped Bass,native
01DM,Morone saxatilis,Striped Bass,native
01DN,Morone saxatilis,Striped Bass,native
01EK,Morone saxatilis,Striped Bass,native
02MC,Morone saxatilis,Striped Bass,native
02OA,Morone saxatilis,Striped Bass,native
02OJ,Morone saxatilis,Striped Bass,native
02PC,Morone saxatilis,Striped Bass,native
02PD,Morone saxatilis,Striped Bass,native
02PE,Morone saxatilis,Striped Bass,native
02PF,Morone saxatilis,Striped Bass,native
201,Moxostoma anisurum,Silver Redhorse,native
203,Moxostoma anisurum,Silver Redhorse,native
207,Moxostoma anisurum,Silver Redhorse,native
209,Moxostoma anisurum,Silver Redhorse,native
02AA,Moxostoma anisurum,Silver Redhorse,native
02AB,Moxostoma anisurum,Silver Redhorse,native
02AC,Moxostoma anisurum,Silver Redhorse,native
02AD,Moxostoma anisurum,Silver Redhorse,native
02AE,Moxostoma anisurum,Silver Redhorse,native
02BF,Moxostoma anisurum,Silver Redhorse,native
02CA,Moxostoma anisurum,Silver Redhorse,native
02CC,Moxostoma anisurum,Silver Redhorse,native
02CD,Moxostoma anisurum,Silver Redhorse,native
02CE,Moxostoma anisurum,Silver Redhorse,native
02CH,Moxostoma anisurum,Silver Redhorse,native
02DB,Moxostoma anisurum,Silver Redhorse,native
02DD,Moxostoma anisurum,Silver Redhorse,native
02EA,Moxostoma anisurum,Silver Redhorse,native
02EB,Moxostoma anisurum,Silver Redhorse,native
02EC,Moxostoma anisurum,Silver Redhorse,native
02ED,Moxostoma anisurum,Silver Redhorse,native
02FA,Moxostoma anisurum,Silver Redhorse,native
02FB,Moxostoma anisurum,Silver Redhorse,native
02FC,Moxostoma anisurum,Silver Redhorse,native
02FD,Moxostoma anisurum,Silver Redhorse,native
02FE,Moxostoma anisurum,Silver Redhorse,native
02FF,Moxostoma anisurum,Silver Redhorse,native
02GA,Moxostoma anisurum,Silver Redhorse,native
02GB,Moxostoma anisurum,Silver Redhorse,native
02GC,Moxostoma anisurum,Silver Redhorse,native
02GD,Moxostoma anisurum,Silver Redhorse,native
02GE,Moxostoma anisurum,Silver Redhorse,native
02GF,Moxostoma anisurum,Silver Redhorse,native
02GG,Moxostoma anisurum,Silver Redhorse,native
02GH,Moxostoma anisurum,Silver Redhorse,native
02HA,Moxostoma anisurum,Silver Redhorse,native
02HB,Moxostoma anisurum,Silver Redhorse,native
02HC,Moxostoma anisurum,Silver Redhorse,native
02HD,Moxostoma anisurum,Silver Redhorse,native
02HE,Moxostoma anisurum,Silver Redhorse,native
02HF,Moxostoma anisurum,Silver Redhorse,native
02HG,Moxostoma anisurum,Silver Redhorse,native
02HH,Moxostoma anisurum,Silver Redhorse,native
02HJ,Moxostoma anisurum,Silver Redhorse,native
02HK,Moxostoma anisurum,Silver Redhorse,native
02HL,Moxostoma anisurum,Silver Redhorse,native
02HM,Moxostoma anisurum,Silver Redhorse,native
02JB,Moxostoma anisurum,Silver Redhorse,native
02JC,Moxostoma anisurum,Silver Redhorse,native
02KA,Moxostoma anisurum,Silver Redhorse,native
02KB,Moxostoma anisurum,Silver Redhorse,native
02KC,Moxostoma anisurum,Silver Redhorse,native
02KD,Moxostoma anisurum,Silver Redhorse,native
02KE,Moxostoma anisurum,Silver Redhorse,native
02KF,Moxostoma anisurum,Silver Redhorse,native
02LA,Moxostoma anisurum,Silver Redhorse,native
02LB,Moxostoma anisurum,Silver Redhorse,native
02LC,Moxostoma anisurum,Silver Redhorse,native
02MA,Moxostoma anisurum,Silver Redhorse,native
02MB,Moxostoma anisurum,Silver Redhorse,native
02MC,Moxostoma anisurum,Silver Redhorse,native
02NG,Moxostoma anisurum,Silver Redhorse,native
02OA,Moxostoma anisurum,Silver Redhorse,native
02OB,Moxostoma anisurum,Silver Redhorse,native
02OC,Moxostoma anisurum,Silver Redhorse,native
02OD,Moxostoma anisurum,Silver Redhorse,native
02OF,Moxostoma anisurum,Silver Redhorse,native
02OG,Moxostoma anisurum,Silver Redhorse,native
02OH,Moxostoma anisurum,Silver Redhorse,native
02OJ,Moxostoma anisurum,Silver Redhorse,native
02PA,Moxostoma anisurum,Silver Redhorse,native
02PK,Moxostoma anisurum,Silver Redhorse,native
04AA,Moxostoma anisurum,Silver Redhorse,native
04CA,Moxostoma anisurum,Silver Redhorse,native
04CB,Moxostoma anisurum,Silver Redhorse,native
04CC,Moxostoma anisurum,Silver Redhorse,native
04CD,Moxostoma anisurum,Silver Redhorse,native
04DA,Moxostoma anisurum,Silver Redhorse,native
04FA,Moxostoma anisurum,Silver Redhorse,native
04FB,Moxostoma anisurum,Silver Redhorse,native
04GA,Moxostoma anisurum,Silver Redhorse,native
04GB,Moxostoma anisurum,Silver Redhorse,native
04GC,Moxostoma anisurum,Silver Redhorse,native
04GD,Moxostoma anisurum,Silver Redhorse,native
04GE,Moxostoma anisurum,Silver Redhorse,native
04MA,Moxostoma anisurum,Silver Redhorse,native
501,Moxostoma anisurum,Silver Redhorse,native
05AB,Moxostoma anisurum,Silver Redhorse,native
05AC,Moxostoma anisurum,Silver Redhorse,native
05AK,Moxostoma anisurum,Silver Redhorse,native
05BN,Moxostoma anisurum,Silver Redhorse,native
05CJ,Moxostoma anisurum,Silver Redhorse,native
05CK,Moxostoma anisurum,Silver Redhorse,native
05DE,Moxostoma anisurum,Silver Redhorse,native
05DF,Moxostoma anisurum,Silver Redhorse,native
05EA,Moxostoma anisurum,Silver Redhorse,native
05EB,Moxostoma anisurum,Silver Redhorse,native
05EC,Moxostoma anisurum,Silver Redhorse,native
05ED,Moxostoma anisurum,Silver Redhorse,native
05EE,Moxostoma anisurum,Silver Redhorse,native
05EF,Moxostoma anisurum,Silver Redhorse,native
05EG,Moxostoma anisurum,Silver Redhorse,native
05GB,Moxostoma anisurum,Silver Redhorse,native
05GD,Moxostoma anisurum,Silver Redhorse,native
05GE,Moxostoma anisurum,Silver Redhorse,native
05GF,Moxostoma anisurum,Silver Redhorse,native
05GG,Moxostoma anisurum,Silver Redhorse,native
05HA,Moxostoma anisurum,Silver Redhorse,native
05HB,Moxostoma anisurum,Silver Redhorse,native
05HC,Moxostoma anisurum,Silver Redhorse,native
05HE,Moxostoma anisurum,Silver Redhorse,native
05HF,Moxostoma anisurum,Silver Redhorse,native
05HG,Moxostoma anisurum,Silver Redhorse,native
05HH,Moxostoma anisurum,Silver Redhorse,native
05K0,Moxostoma anisurum,Silver Redhorse,native
05K1,Moxostoma anisurum,Silver Redhorse,native
05KA,Moxostoma anisurum,Silver Redhorse,native
05KB,Moxostoma anisurum,Silver Redhorse,native
05KC,Moxostoma anisurum,Silver Redhorse,native
05KD,Moxostoma anisurum,Silver Redhorse,native
05KE,Moxostoma anisurum,Silver Redhorse,native
05KH,Moxostoma anisurum,Silver Redhorse,native
05KJ,Moxostoma anisurum,Silver Redhorse,native
05KK,Moxostoma anisurum,Silver Redhorse,native
05KL,Moxostoma anisurum,Silver Redhorse,native
05L0,Moxostoma anisurum,Silver Redhorse,native
05L1,Moxostoma anisurum,Silver Redhorse,native
05LB,Moxostoma anisurum,Silver Redhorse,native
05LC,Moxostoma anisurum,Silver Redhorse,native
05LD,Moxostoma anisurum,Silver Redhorse,native
05LE,Moxostoma anisurum,Silver Redhorse,native
05LF,Moxostoma anisurum,Silver Redhorse,native
05LG,Moxostoma anisurum,Silver Redhorse,native
05LH,Moxostoma anisurum,Silver Redhorse,native
05LJ,Moxostoma anisurum,Silver Redhorse,native
05LK,Moxostoma anisurum,Silver Redhorse,native
05LL,Moxostoma anisurum,Silver Redhorse,native
05LM,Moxostoma anisurum,Silver Redhorse,native
05LN,Moxostoma anisurum,Silver Redhorse,native
05MD,Moxostoma anisurum,Silver Redhorse,native
05ME,Moxostoma anisurum,Silver Redhorse,native
05MF,Moxostoma anisurum,Silver Redhorse,native
05MG,Moxostoma anisurum,Silver Redhorse,native
05MH,Moxostoma anisurum,Silver Redhorse,native
05MJ,Moxostoma anisurum,Silver Redhorse,native
05NG,Moxostoma anisurum,Silver Redhorse,native
05OA,Moxostoma anisurum,Silver Redhorse,native
05OB,Moxostoma anisurum,Silver Redhorse,native
05OC,Moxostoma anisurum,Silver Redhorse,native
05OD,Moxostoma anisurum,Silver Redhorse,native
05OE,Moxostoma anisurum,Silver Redhorse,native
05OF,Moxostoma anisurum,Silver Redhorse,native
05OG,Moxostoma anisurum,Silver Redhorse,native
05OH,Moxostoma anisurum,Silver Redhorse,native
05OJ,Moxostoma anisurum,Silver Redhorse,native
05PA,Moxostoma anisurum,Silver Redhorse,native
05PB,Moxostoma anisurum,Silver Redhorse,native
05PC,Moxostoma anisurum,Silver Redhorse,native
05PD,Moxostoma anisurum,Silver Redhorse,native
05PE,Moxostoma anisurum,Silver Redhorse,native
05PF,Moxostoma anisurum,Silver Redhorse,native
05PG,Moxostoma anisurum,Silver Redhorse,native
05PH,Moxostoma anisurum,Silver Redhorse,native
05PJ,Moxostoma anisurum,Silver Redhorse,native
05QA,Moxostoma anisurum,Silver Redhorse,native
05QB,Moxostoma anisurum,Silver Redhorse,native
05QC,Moxostoma anisurum,Silver Redhorse,native
05QD,Moxostoma anisurum,Silver Redhorse,native
05QE,Moxostoma anisurum,Silver Redhorse,native
05RA,Moxostoma anisurum,Silver Redhorse,native
05RB,Moxostoma anisurum,Silver Redhorse,native
05RC,Moxostoma anisurum,Silver Redhorse,native
05RD,Moxostoma anisurum,Silver Redhorse,native
05RE,Moxostoma anisurum,Silver Redhorse,native
05RF,Moxostoma anisurum,Silver Redhorse,native
05SA,Moxostoma anisurum,Silver Redhorse,native
05SB,Moxostoma anisurum,Silver Redhorse,native
05SC,Moxostoma anisurum,Silver Redhorse,native
05SD,Moxostoma anisurum,Silver Redhorse,native
05SE,Moxostoma anisurum,Silver Redhorse,native
05SF,Moxostoma anisurum,Silver Redhorse,native
05SG,Moxostoma anisurum,Silver Redhorse,native
05SH,Moxostoma anisurum,Silver Redhorse,native
05UA,Moxostoma anisurum,Silver Redhorse,native
05UB,Moxostoma anisurum,Silver Redhorse,native
05UC,Moxostoma anisurum,Silver Redhorse,native
06AE,Moxostoma anisurum,Silver Redhorse,native
02FF,Moxostoma carinatum,River Redhorse,native
02GB,Moxostoma carinatum,River Redhorse,native
02GE,Moxostoma carinatum,River Redhorse,native
02GG,Moxostoma carinatum,River Redhorse,native
02GH,Moxostoma carinatum,River Redhorse,native
02HD,Moxostoma carinatum,River Redhorse,native
02HK,Moxostoma carinatum,River Redhorse,native
02KE,Moxostoma carinatum,River Redhorse,native
02KF,Moxostoma carinatum,River Redhorse,native
02LB,Moxostoma carinatum,River Redhorse,native
02MC,Moxostoma carinatum,River Redhorse,native
02OA,Moxostoma carinatum,River Redhorse,native
02OB,Moxostoma carinatum,River Redhorse,native
02OF,Moxostoma carinatum,River Redhorse,native
02OG,Moxostoma carinatum,River Redhorse,native
02OJ,Moxostoma carinatum,River Redhorse,native
207,Moxostoma duquesnei,Black Redhorse,native
02GG,Moxostoma duquesnei,Black Redhorse,native
207,Moxostoma erythrurum,Golden Redhorse,native
209,Moxostoma erythrurum,Golden Redhorse,native
02FC,Moxostoma erythrurum,Golden Redhorse,native
02FE,Moxostoma erythrurum,Golden Redhorse,native
02FF,Moxostoma erythrurum,Golden Redhorse,native
02GA,Moxostoma erythrurum,Golden Redhorse,native
02GB,Moxostoma erythrurum,Golden Redhorse,native
02GC,Moxostoma erythrurum,Golden Redhorse,native
02GD,Moxostoma erythrurum,Golden Redhorse,native
02GE,Moxostoma erythrurum,Golden Redhorse,native
02GF,Moxostoma erythrurum,Golden Redhorse,native
02GG,Moxostoma erythrurum,Golden Redhorse,native
02HA,Moxostoma erythrurum,Golden Redhorse,native
02HB,Moxostoma erythrurum,Golden Redhorse,native
05MJ,Moxostoma erythrurum,Golden Redhorse,native
05OC,Moxostoma erythrurum,Golden Redhorse,native
05OD,Moxostoma erythrurum,Golden Redhorse,native
05OE,Moxostoma erythrurum,Golden Redhorse,native
05OG,Moxostoma erythrurum,Golden Redhorse,native
05OH,Moxostoma erythrurum,Golden Redhorse,native
05OJ,Moxostoma erythrurum,Golden Redhorse,native
05SB,Moxostoma erythrurum,Golden Redhorse,native
02MC,Moxostoma hubbsi,Copper Redhorse,native
02OA,Moxostoma hubbsi,Copper Redhorse,native
02OG,Moxostoma hubbsi,Copper Redhorse,native
02OJ,Moxostoma hubbsi,Copper Redhorse,native
201,Moxostoma macrolepidotum,Shorthead Redhorse,native
203,Moxostoma macrolepidotum,Shorthead Redhorse,native
207,Moxostoma macrolepidotum,Shorthead Redhorse,native
209,Moxostoma macrolepidotum,Shorthead Redhorse,native
02AA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02AB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02AC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02AD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02AE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02BA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02BB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02BC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02BD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02BE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02BF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02CA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02CB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02CC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02CD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02CE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02CF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02CH,Moxostoma macrolepidotum,Shorthead Redhorse,native
02DA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02DB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02DC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02DD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02EA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02EB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02EC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02ED,Moxostoma macrolepidotum,Shorthead Redhorse,native
02FA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02FB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02FC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02FD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02FE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02FF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GG,Moxostoma macrolepidotum,Shorthead Redhorse,native
02GH,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HG,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HH,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HK,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HL,Moxostoma macrolepidotum,Shorthead Redhorse,native
02HM,Moxostoma macrolepidotum,Shorthead Redhorse,native
02JB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02JC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02JD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02JE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KG,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KH,Moxostoma macrolepidotum,Shorthead Redhorse,native
02KJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
02LA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02LB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02LC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02LD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02LF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02LH,Moxostoma macrolepidotum,Shorthead Redhorse,native
02MA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02MB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02MC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OA,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OB,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OC,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OD,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OE,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OF,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OG,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OH,Moxostoma macrolepidotum,Shorthead Redhorse,native
02OJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
02PK,Moxostoma macrolepidotum,Shorthead Redhorse,native
02PL,Moxostoma macrolepidotum,Shorthead Redhorse,native
04AA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04AB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04AC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04AD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04AE,Moxostoma macrolepidotum,Shorthead Redhorse,native
04AF,Moxostoma macrolepidotum,Shorthead Redhorse,native
04BA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04BB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04BC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04CA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04CB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04CC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04CD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04CE,Moxostoma macrolepidotum,Shorthead Redhorse,native
04CF,Moxostoma macrolepidotum,Shorthead Redhorse,native
04DA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04DB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04DC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04DD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04EA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04EB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04EC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04ED,Moxostoma macrolepidotum,Shorthead Redhorse,native
04FA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04FB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04FC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04GA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04GB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04GC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04GD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04GE,Moxostoma macrolepidotum,Shorthead Redhorse,native
04GF,Moxostoma macrolepidotum,Shorthead Redhorse,native
04HA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04HB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04HC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04HD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04JA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04JB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04JC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04JD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04JE,Moxostoma macrolepidotum,Shorthead Redhorse,native
04JF,Moxostoma macrolepidotum,Shorthead Redhorse,native
04JG,Moxostoma macrolepidotum,Shorthead Redhorse,native
04KA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04KB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LE,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LF,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LG,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LH,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LK,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LL,Moxostoma macrolepidotum,Shorthead Redhorse,native
04LM,Moxostoma macrolepidotum,Shorthead Redhorse,native
04MA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04MB,Moxostoma macrolepidotum,Shorthead Redhorse,native
04MC,Moxostoma macrolepidotum,Shorthead Redhorse,native
04MD,Moxostoma macrolepidotum,Shorthead Redhorse,native
04ME,Moxostoma macrolepidotum,Shorthead Redhorse,native
04NA,Moxostoma macrolepidotum,Shorthead Redhorse,native
04NB,Moxostoma macrolepidotum,Shorthead Redhorse,native
501,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05AK,Moxostoma macrolepidotum,Shorthead Redhorse,native
05BH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05BJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05BK,Moxostoma macrolepidotum,Shorthead Redhorse,native
05BL,Moxostoma macrolepidotum,Shorthead Redhorse,native
05BM,Moxostoma macrolepidotum,Shorthead Redhorse,native
05BN,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05CK,Moxostoma macrolepidotum,Shorthead Redhorse,native
05DF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05EB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05EC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05ED,Moxostoma macrolepidotum,Shorthead Redhorse,native
05EE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05EF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05EG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05FA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05FB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05FC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05FD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05FE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05FF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05GA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05GB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05GC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05GD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05GE,Moxostoma macrolepidotum,Shorthead Redhorse,native
