NHN_TWS,Scientific_name,Common_name,Species_origin
05GF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05GG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05HH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JK,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JL,Moxostoma macrolepidotum,Shorthead Redhorse,native
05JM,Moxostoma macrolepidotum,Shorthead Redhorse,native
05K0,Moxostoma macrolepidotum,Shorthead Redhorse,native
05K1,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KK,Moxostoma macrolepidotum,Shorthead Redhorse,native
05KL,Moxostoma macrolepidotum,Shorthead Redhorse,native
05L0,Moxostoma macrolepidotum,Shorthead Redhorse,native
05L1,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LK,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LL,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LM,Moxostoma macrolepidotum,Shorthead Redhorse,native
05LN,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05ME,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05MJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05NA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05NB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05NC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05ND,Moxostoma macrolepidotum,Shorthead Redhorse,native
05NE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05NF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05NG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05OJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05PJ,Moxostoma macrolepidotum,Shorthead Redhorse,native
05QA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05QB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05QC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05QD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05QE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05RA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05RB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05RC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05RD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05RE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05RF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SF,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SG,Moxostoma macrolepidotum,Shorthead Redhorse,native
05SH,Moxostoma macrolepidotum,Shorthead Redhorse,native
05TA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05TB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05TC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05TD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05TE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05UA,Moxostoma macrolepidotum,Shorthead Redhorse,native
05UB,Moxostoma macrolepidotum,Shorthead Redhorse,native
05UC,Moxostoma macrolepidotum,Shorthead Redhorse,native
05UD,Moxostoma macrolepidotum,Shorthead Redhorse,native
05UE,Moxostoma macrolepidotum,Shorthead Redhorse,native
05UH,Moxostoma macrolepidotum,Shorthead Redhorse,native
06AC,Moxostoma macrolepidotum,Shorthead Redhorse,native
06AD,Moxostoma macrolepidotum,Shorthead Redhorse,native
06AE,Moxostoma macrolepidotum,Shorthead Redhorse,native
06AF,Moxostoma macrolepidotum,Shorthead Redhorse,native
06AG,Moxostoma macrolepidotum,Shorthead Redhorse,native
06BB,Moxostoma macrolepidotum,Shorthead Redhorse,native
06BD,Moxostoma macrolepidotum,Shorthead Redhorse,native
06CA,Moxostoma macrolepidotum,Shorthead Redhorse,native
06CB,Moxostoma macrolepidotum,Shorthead Redhorse,native
06CC,Moxostoma macrolepidotum,Shorthead Redhorse,native
06CD,Moxostoma macrolepidotum,Shorthead Redhorse,native
06CE,Moxostoma macrolepidotum,Shorthead Redhorse,native
06DD,Moxostoma macrolepidotum,Shorthead Redhorse,native
06EA,Moxostoma macrolepidotum,Shorthead Redhorse,native
11AC,Moxostoma macrolepidotum,Shorthead Redhorse,native
11AD,Moxostoma macrolepidotum,Shorthead Redhorse,native
11AE,Moxostoma macrolepidotum,Shorthead Redhorse,native
11AF,Moxostoma macrolepidotum,Shorthead Redhorse,native
207,Moxostoma valenciennesi,Greater Redhorse,native
209,Moxostoma valenciennesi,Greater Redhorse,native
02FA,Moxostoma valenciennesi,Greater Redhorse,native
02FB,Moxostoma valenciennesi,Greater Redhorse,native
02FF,Moxostoma valenciennesi,Greater Redhorse,native
02GA,Moxostoma valenciennesi,Greater Redhorse,native
02GB,Moxostoma valenciennesi,Greater Redhorse,native
02GC,Moxostoma valenciennesi,Greater Redhorse,native
02GD,Moxostoma valenciennesi,Greater Redhorse,native
02GE,Moxostoma valenciennesi,Greater Redhorse,native
02GF,Moxostoma valenciennesi,Greater Redhorse,native
02GG,Moxostoma valenciennesi,Greater Redhorse,native
02GH,Moxostoma valenciennesi,Greater Redhorse,native
02HA,Moxostoma valenciennesi,Greater Redhorse,native
02HB,Moxostoma valenciennesi,Greater Redhorse,native
02HD,Moxostoma valenciennesi,Greater Redhorse,native
02HE,Moxostoma valenciennesi,Greater Redhorse,native
02HG,Moxostoma valenciennesi,Greater Redhorse,native
02HJ,Moxostoma valenciennesi,Greater Redhorse,native
02HK,Moxostoma valenciennesi,Greater Redhorse,native
02HL,Moxostoma valenciennesi,Greater Redhorse,native
02HM,Moxostoma valenciennesi,Greater Redhorse,native
02KF,Moxostoma valenciennesi,Greater Redhorse,native
02LA,Moxostoma valenciennesi,Greater Redhorse,native
02LB,Moxostoma valenciennesi,Greater Redhorse,native
02LC,Moxostoma valenciennesi,Greater Redhorse,native
02MA,Moxostoma valenciennesi,Greater Redhorse,native
02MB,Moxostoma valenciennesi,Greater Redhorse,native
02MC,Moxostoma valenciennesi,Greater Redhorse,native
02OA,Moxostoma valenciennesi,Greater Redhorse,native
02OB,Moxostoma valenciennesi,Greater Redhorse,native
02OD,Moxostoma valenciennesi,Greater Redhorse,native
02OE,Moxostoma valenciennesi,Greater Redhorse,native
02OF,Moxostoma valenciennesi,Greater Redhorse,native
02OG,Moxostoma valenciennesi,Greater Redhorse,native
02OH,Moxostoma valenciennesi,Greater Redhorse,native
02OJ,Moxostoma valenciennesi,Greater Redhorse,native
02PK,Moxostoma valenciennesi,Greater Redhorse,native
02PL,Moxostoma valenciennesi,Greater Redhorse,native
07EA,Mylocheilus caurinus,Peamouth,native
07EB,Mylocheilus caurinus,Peamouth,native
07EC,Mylocheilus caurinus,Peamouth,native
07ED,Mylocheilus caurinus,Peamouth,native
07EE,Mylocheilus caurinus,Peamouth,native
07EF,Mylocheilus caurinus,Peamouth,native
07FA,Mylocheilus caurinus,Peamouth,native
07FB,Mylocheilus caurinus,Peamouth,native
07FC,Mylocheilus caurinus,Peamouth,native
07FD,Mylocheilus caurinus,Peamouth,native
07GC,Mylocheilus caurinus,Peamouth,native
07GD,Mylocheilus caurinus,Peamouth,native
08DA,Mylocheilus caurinus,Peamouth,native
08DB,Mylocheilus caurinus,Peamouth,native
08EA,Mylocheilus caurinus,Peamouth,native
08EB,Mylocheilus caurinus,Peamouth,native
08EC,Mylocheilus caurinus,Peamouth,native
08ED,Mylocheilus caurinus,Peamouth,native
08EE,Mylocheilus caurinus,Peamouth,native
08EF,Mylocheilus caurinus,Peamouth,native
08EG,Mylocheilus caurinus,Peamouth,native
08FB,Mylocheilus caurinus,Peamouth,native
08FC,Mylocheilus caurinus,Peamouth,native
08FE,Mylocheilus caurinus,Peamouth,native
08FF,Mylocheilus caurinus,Peamouth,native
08FG,Mylocheilus caurinus,Peamouth,native
08GA,Mylocheilus caurinus,Peamouth,native
08GB,Mylocheilus caurinus,Peamouth,native
08GC,Mylocheilus caurinus,Peamouth,native
08GD,Mylocheilus caurinus,Peamouth,native
08GE,Mylocheilus caurinus,Peamouth,native
08HA,Mylocheilus caurinus,Peamouth,native
08HB,Mylocheilus caurinus,Peamouth,native
08HC,Mylocheilus caurinus,Peamouth,native
08JA,Mylocheilus caurinus,Peamouth,native
08JB,Mylocheilus caurinus,Peamouth,native
08JC,Mylocheilus caurinus,Peamouth,native
08JD,Mylocheilus caurinus,Peamouth,native
08JE,Mylocheilus caurinus,Peamouth,native
08KA,Mylocheilus caurinus,Peamouth,native
08KB,Mylocheilus caurinus,Peamouth,native
08KC,Mylocheilus caurinus,Peamouth,native
08KD,Mylocheilus caurinus,Peamouth,native
08KE,Mylocheilus caurinus,Peamouth,native
08KF,Mylocheilus caurinus,Peamouth,native
08KG,Mylocheilus caurinus,Peamouth,native
08KH,Mylocheilus caurinus,Peamouth,native
08LA,Mylocheilus caurinus,Peamouth,native
08LB,Mylocheilus caurinus,Peamouth,native
08LC,Mylocheilus caurinus,Peamouth,native
08LD,Mylocheilus caurinus,Peamouth,native
08LE,Mylocheilus caurinus,Peamouth,native
08LF,Mylocheilus caurinus,Peamouth,native
08LG,Mylocheilus caurinus,Peamouth,native
08MA,Mylocheilus caurinus,Peamouth,native
08MB,Mylocheilus caurinus,Peamouth,native
08MC,Mylocheilus caurinus,Peamouth,native
08MD,Mylocheilus caurinus,Peamouth,native
08ME,Mylocheilus caurinus,Peamouth,native
08MF,Mylocheilus caurinus,Peamouth,native
08MG,Mylocheilus caurinus,Peamouth,native
08MH,Mylocheilus caurinus,Peamouth,native
08NA,Mylocheilus caurinus,Peamouth,native
08NB,Mylocheilus caurinus,Peamouth,native
08NC,Mylocheilus caurinus,Peamouth,native
08ND,Mylocheilus caurinus,Peamouth,native
08NE,Mylocheilus caurinus,Peamouth,native
08NF,Mylocheilus caurinus,Peamouth,native
08NG,Mylocheilus caurinus,Peamouth,native
08NH,Mylocheilus caurinus,Peamouth,native
08NJ,Mylocheilus caurinus,Peamouth,native
08NK,Mylocheilus caurinus,Peamouth,native
08NL,Mylocheilus caurinus,Peamouth,native
08NM,Mylocheilus caurinus,Peamouth,native
08NN,Mylocheilus caurinus,Peamouth,native
08NP,Mylocheilus caurinus,Peamouth,native
08PA,Mylocheilus caurinus,Peamouth,native
10CB,Mylocheilus caurinus,Peamouth,native
10CC,Mylocheilus caurinus,Peamouth,native
10CD,Mylocheilus caurinus,Peamouth,native
201,Myoxocephalus thompsonii,Deepwater Sculpin,native
203,Myoxocephalus thompsonii,Deepwater Sculpin,native
209,Myoxocephalus thompsonii,Deepwater Sculpin,native
02AA,Myoxocephalus thompsonii,Deepwater Sculpin,native
02AB,Myoxocephalus thompsonii,Deepwater Sculpin,native
02AC,Myoxocephalus thompsonii,Deepwater Sculpin,native
02AD,Myoxocephalus thompsonii,Deepwater Sculpin,native
02AE,Myoxocephalus thompsonii,Deepwater Sculpin,native
02LC,Myoxocephalus thompsonii,Deepwater Sculpin,native
02LD,Myoxocephalus thompsonii,Deepwater Sculpin,native
02LF,Myoxocephalus thompsonii,Deepwater Sculpin,native
02LH,Myoxocephalus thompsonii,Deepwater Sculpin,native
05PA,Myoxocephalus thompsonii,Deepwater Sculpin,native
05PD,Myoxocephalus thompsonii,Deepwater Sculpin,native
05PE,Myoxocephalus thompsonii,Deepwater Sculpin,native
05PF,Myoxocephalus thompsonii,Deepwater Sculpin,native
05PG,Myoxocephalus thompsonii,Deepwater Sculpin,native
05PJ,Myoxocephalus thompsonii,Deepwater Sculpin,native
05QD,Myoxocephalus thompsonii,Deepwater Sculpin,native
05QE,Myoxocephalus thompsonii,Deepwater Sculpin,native
06DA,Myoxocephalus thompsonii,Deepwater Sculpin,native
06DB,Myoxocephalus thompsonii,Deepwater Sculpin,native
701,Myoxocephalus thompsonii,Deepwater Sculpin,native
710,Myoxocephalus thompsonii,Deepwater Sculpin,native
07LC,Myoxocephalus thompsonii,Deepwater Sculpin,native
07LE,Myoxocephalus thompsonii,Deepwater Sculpin,native
07MB,Myoxocephalus thompsonii,Deepwater Sculpin,native
07MC,Myoxocephalus thompsonii,Deepwater Sculpin,native
07RA,Myoxocephalus thompsonii,Deepwater Sculpin,native
07RB,Myoxocephalus thompsonii,Deepwater Sculpin,native
07RC,Myoxocephalus thompsonii,Deepwater Sculpin,native
07RD,Myoxocephalus thompsonii,Deepwater Sculpin,native
07SA,Myoxocephalus thompsonii,Deepwater Sculpin,native
07SB,Myoxocephalus thompsonii,Deepwater Sculpin,native
07SC,Myoxocephalus thompsonii,Deepwater Sculpin,native
07TA,Myoxocephalus thompsonii,Deepwater Sculpin,native
07TB,Myoxocephalus thompsonii,Deepwater Sculpin,native
07UA,Myoxocephalus thompsonii,Deepwater Sculpin,native
07UB,Myoxocephalus thompsonii,Deepwater Sculpin,native
10FC,Myoxocephalus thompsonii,Deepwater Sculpin,native
10J1,Myoxocephalus thompsonii,Deepwater Sculpin,native
10JA,Myoxocephalus thompsonii,Deepwater Sculpin,native
10JB,Myoxocephalus thompsonii,Deepwater Sculpin,native
10JD,Myoxocephalus thompsonii,Deepwater Sculpin,native
10JE,Myoxocephalus thompsonii,Deepwater Sculpin,native
10LC,Myoxocephalus thompsonii,Deepwater Sculpin,native
10TD,Myoxocephalus thompsonii,Deepwater Sculpin,native
10TE,Myoxocephalus thompsonii,Deepwater Sculpin,native
10TF,Myoxocephalus thompsonii,Deepwater Sculpin,native
10VB,Myoxocephalus thompsonii,Deepwater Sculpin,native
10VC,Myoxocephalus thompsonii,Deepwater Sculpin,native
10VG,Myoxocephalus thompsonii,Deepwater Sculpin,native
10VH,Myoxocephalus thompsonii,Deepwater Sculpin,native
201,Nocomis biguttatus,Hornyhead Chub,native
207,Nocomis biguttatus,Hornyhead Chub,native
209,Nocomis biguttatus,Hornyhead Chub,native
02BF,Nocomis biguttatus,Hornyhead Chub,native
02EB,Nocomis biguttatus,Hornyhead Chub,native
02EC,Nocomis biguttatus,Hornyhead Chub,native
02ED,Nocomis biguttatus,Hornyhead Chub,native
02FA,Nocomis biguttatus,Hornyhead Chub,native
02FB,Nocomis biguttatus,Hornyhead Chub,native
02FC,Nocomis biguttatus,Hornyhead Chub,native
02FD,Nocomis biguttatus,Hornyhead Chub,native
02FE,Nocomis biguttatus,Hornyhead Chub,native
02FF,Nocomis biguttatus,Hornyhead Chub,native
02GA,Nocomis biguttatus,Hornyhead Chub,native
02GB,Nocomis biguttatus,Hornyhead Chub,native
02GC,Nocomis biguttatus,Hornyhead Chub,native
02GD,Nocomis biguttatus,Hornyhead Chub,native
02GE,Nocomis biguttatus,Hornyhead Chub,native
02GF,Nocomis biguttatus,Hornyhead Chub,native
02GG,Nocomis biguttatus,Hornyhead Chub,native
02GH,Nocomis biguttatus,Hornyhead Chub,native
02HA,Nocomis biguttatus,Hornyhead Chub,native
02HB,Nocomis biguttatus,Hornyhead Chub,native
02HC,Nocomis biguttatus,Hornyhead Chub,native
02HD,Nocomis biguttatus,Hornyhead Chub,native
02HF,Nocomis biguttatus,Hornyhead Chub,native
02HG,Nocomis biguttatus,Hornyhead Chub,native
02HH,Nocomis biguttatus,Hornyhead Chub,native
02HJ,Nocomis biguttatus,Hornyhead Chub,native
05PH,Nocomis biguttatus,Hornyhead Chub,native
05SA,Nocomis biguttatus,Hornyhead Chub,native
207,Nocomis micropogon,River Chub,native
209,Nocomis micropogon,River Chub,native
02FA,Nocomis micropogon,River Chub,native
02FB,Nocomis micropogon,River Chub,native
02FC,Nocomis micropogon,River Chub,native
02FD,Nocomis micropogon,River Chub,native
02FE,Nocomis micropogon,River Chub,native
02FF,Nocomis micropogon,River Chub,native
02GA,Nocomis micropogon,River Chub,native
02GB,Nocomis micropogon,River Chub,native
02GC,Nocomis micropogon,River Chub,native
02GD,Nocomis micropogon,River Chub,native
02GE,Nocomis micropogon,River Chub,native
02GG,Nocomis micropogon,River Chub,native
02GH,Nocomis micropogon,River Chub,native
02HA,Nocomis micropogon,River Chub,native
02HB,Nocomis micropogon,River Chub,native
02HC,Nocomis micropogon,River Chub,native
01AA,Notemigonus crysoleucas,Golden Shiner,native
01AB,Notemigonus crysoleucas,Golden Shiner,native
01AD,Notemigonus crysoleucas,Golden Shiner,native
01AF,Notemigonus crysoleucas,Golden Shiner,native
01AG,Notemigonus crysoleucas,Golden Shiner,native
01AH,Notemigonus crysoleucas,Golden Shiner,native
01AJ,Notemigonus crysoleucas,Golden Shiner,native
01AK,Notemigonus crysoleucas,Golden Shiner,native
01AL,Notemigonus crysoleucas,Golden Shiner,native
01AM,Notemigonus crysoleucas,Golden Shiner,native
01AN,Notemigonus crysoleucas,Golden Shiner,native
01AO,Notemigonus crysoleucas,Golden Shiner,native
01AP,Notemigonus crysoleucas,Golden Shiner,native
01AQ,Notemigonus crysoleucas,Golden Shiner,native
01AR,Notemigonus crysoleucas,Golden Shiner,native
01BA,Notemigonus crysoleucas,Golden Shiner,native
01BB,Notemigonus crysoleucas,Golden Shiner,native
01BC,Notemigonus crysoleucas,Golden Shiner,native
01BD,Notemigonus crysoleucas,Golden Shiner,native
01BE,Notemigonus crysoleucas,Golden Shiner,native
01BF,Notemigonus crysoleucas,Golden Shiner,native
01BJ,Notemigonus crysoleucas,Golden Shiner,native
01BK,Notemigonus crysoleucas,Golden Shiner,native
01BL,Notemigonus crysoleucas,Golden Shiner,native
01BM,Notemigonus crysoleucas,Golden Shiner,native
01BN,Notemigonus crysoleucas,Golden Shiner,native
01BO,Notemigonus crysoleucas,Golden Shiner,native
01BP,Notemigonus crysoleucas,Golden Shiner,native
